aqi,pm25,pm10,noise_db,temperature,humidity,weather_condition,distance_km,place_category,place_rating,time_of_day,day_of_week,user_mood,preferred_category,max_distance,user_previous_rating,suitability_score
143,83.0,138.1,37,20.2,77,Partly Cloudy,1.1,Libraries,4.6,9,7,Meditate,Fitness,8.0,0.0,78
109,59.7,113.6,43,27.5,37,Clear,9.9,Meditation,4.2,22,7,Relax,Fitness,20.0,0.0,55
56,23.8,47.5,44,27.1,54,Cloudy,13.9,Lakes,3.9,16,3,Quiet Time,Libraries,8.0,0.0,69
88,50.6,107.1,61,29.4,45,Thunderstorm,3.7,Fitness,4.5,10,6,Quiet Time,Libraries,10.0,0.0,30
34,14.6,26.4,42,35.0,70,Thunderstorm,4.2,Lakes,3.9,19,7,Fresh Air,Libraries,20.0,3.2,66
70,33.0,57.8,49,32.1,45,Mist/Fog,3.0,Parks,4.7,9,5,Meditate,Lakes,10.0,0.0,57
79,44.4,81.4,56,23.2,68,Mist/Fog,9.4,Fitness,4.1,16,5,Fresh Air,Fitness,15.0,4.5,78
141,79.2,162.6,36,21.5,71,Thunderstorm,1.1,Libraries,3.8,8,2,Meditate,Meditation,15.0,0.0,78
99,50.2,97.1,47,33.2,35,Thunderstorm,2.5,Fitness,3.6,16,5,Fresh Air,All,8.0,4.9,37
96,57.2,102.4,31,27.4,74,Partly Cloudy,0.9,Libraries,4.3,8,3,Fresh Air,Libraries,20.0,3.4,86
88,56.1,110.6,50,32.8,84,Thunderstorm,0.3,Cafes,4.2,13,1,Study,Lakes,10.0,0.0,76
32,20.1,42.1,40,26.0,37,Thunderstorm,8.3,Parks,4.0,8,1,Exercise,Lakes,8.0,4.9,94
29,16.2,28.0,38,21.7,76,Clear,7.7,Meditation,4.5,8,6,Fresh Air,All,15.0,0.0,99
55,29.7,57.8,38,25.3,57,Cloudy,2.1,Parks,3.5,9,5,Relax,All,10.0,4.4,99
58,28.4,54.0,39,23.4,39,Mist/Fog,5.4,Parks,4.1,6,4,Quiet Time,Libraries,15.0,3.4,79
50,31.4,65.2,39,35.2,35,Cloudy,7.6,Meditation,3.7,6,5,Study,Meditation,8.0,0.0,67
53,33.2,60.0,34,33.3,42,Mist/Fog,1.0,Meditation,4.8,12,1,Fresh Air,All,20.0,4.6,95
33,13.8,22.9,39,35.1,52,Rainy,4.2,Meditation,3.7,8,2,Exercise,Meditation,8.0,3.9,93
26,14.1,29.4,43,18.1,47,Partly Cloudy,1.2,Meditation,3.9,17,2,Quiet Time,Lakes,15.0,0.0,85
89,47.9,81.7,37,33.5,42,Cloudy,3.0,Libraries,4.6,8,6,Study,Fitness,10.0,3.0,77
125,74.0,127.8,28,27.8,84,Cloudy,2.5,Meditation,4.0,13,7,Quiet Time,All,8.0,0.0,66
42,23.8,50.2,40,30.3,72,Thunderstorm,0.8,Meditation,3.8,10,6,Fresh Air,All,8.0,0.0,88
148,67.8,119.2,46,21.7,80,Mist/Fog,1.9,Cafes,4.9,7,1,Relax,Parks,15.0,0.0,54
53,28.9,56.1,34,24.6,67,Rainy,6.6,Meditation,3.9,13,5,Quiet Time,Fitness,20.0,0.0,89
112,61.7,117.3,44,22.1,60,Partly Cloudy,1.5,Cafes,3.8,17,5,Exercise,Fitness,8.0,0.0,71
112,58.2,100.5,44,18.4,37,Rainy,3.3,Cafes,3.7,22,1,Quiet Time,All,8.0,0.0,76
28,17.9,35.1,44,33.8,71,Clear,6.3,Lakes,3.8,21,7,Relax,Parks,5.0,0.0,86
131,69.1,117.5,46,28.7,38,Rainy,2.0,Lakes,3.7,12,5,Fresh Air,Fitness,8.0,0.0,48
128,56.9,121.8,37,27.1,40,Thunderstorm,2.6,Meditation,4.9,6,7,Quiet Time,Cafes,8.0,0.0,64
62,32.3,66.6,40,34.3,76,Mist/Fog,3.3,Parks,3.7,21,7,Quiet Time,Libraries,15.0,4.7,71
103,46.1,93.4,56,27.4,60,Thunderstorm,1.9,Cafes,4.5,16,4,Fresh Air,Libraries,8.0,3.3,59
32,18.2,37.4,34,26.7,53,Thunderstorm,3.1,Meditation,5.0,17,7,Exercise,Libraries,10.0,0.0,99
162,69.6,121.0,63,19.8,60,Partly Cloudy,5.7,Fitness,4.4,7,2,Meditate,Fitness,20.0,4.3,28
61,28.4,51.8,37,24.9,84,Mist/Fog,3.6,Libraries,3.9,7,7,Fresh Air,Cafes,20.0,0.0,76
51,31.2,67.3,56,18.6,64,Partly Cloudy,2.8,Fitness,4.4,7,3,Exercise,Cafes,8.0,3.0,91
101,55.2,105.5,39,34.5,62,Clear,4.8,Libraries,4.9,17,3,Study,Meditation,20.0,0.0,82
175,89.9,165.6,42,25.3,40,Partly Cloudy,0.6,Cafes,4.0,9,7,Meditate,Libraries,10.0,0.0,35
36,18.8,32.8,33,30.3,79,Rainy,7.2,Meditation,3.7,8,4,Study,Meditation,15.0,0.0,95
34,21.7,41.4,34,22.5,39,Cloudy,4.2,Lakes,3.6,11,4,Quiet Time,Meditation,10.0,3.4,98
114,51.3,104.7,65,22.1,76,Partly Cloudy,6.6,Fitness,3.7,9,1,Quiet Time,Parks,10.0,0.0,35
129,76.2,146.7,45,24.7,50,Rainy,8.3,Fitness,4.8,21,2,Quiet Time,Cafes,20.0,0.0,40
55,28.6,55.0,43,33.5,73,Rainy,2.4,Lakes,4.5,20,3,Fresh Air,Parks,5.0,0.0,64
24,11.8,25.0,37,22.3,58,Cloudy,3.6,Parks,3.8,19,2,Quiet Time,Parks,10.0,0.0,99
73,31.6,61.5,31,31.0,75,Clear,3.1,Libraries,3.8,10,4,Study,Cafes,15.0,0.0,85
60,33.5,64.3,39,23.4,63,Rainy,3.2,Lakes,3.6,11,1,Exercise,Cafes,15.0,3.5,60
96,51.8,111.8,50,25.4,52,Clear,4.3,Fitness,3.8,11,7,Study,Lakes,20.0,3.7,52
165,81.7,144.8,38,33.6,67,Partly Cloudy,9.5,Meditation,4.4,18,7,Exercise,Fitness,15.0,0.0,43
87,40.6,80.7,46,32.1,81,Rainy,5.1,Cafes,4.9,19,2,Study,Meditation,20.0,3.0,82
82,48.0,98.4,49,19.9,38,Rainy,7.7,Fitness,3.6,18,5,Meditate,Meditation,20.0,0.0,24
100,45.7,93.3,41,20.4,76,Partly Cloudy,0.4,Lakes,4.8,16,7,Relax,Meditation,10.0,0.0,92
63,36.2,61.8,37,31.5,78,Mist/Fog,2.3,Meditation,4.0,17,4,Study,Libraries,20.0,0.0,71
70,28.2,54.0,55,24.2,58,Partly Cloudy,0.3,Cafes,4.9,21,3,Exercise,Lakes,15.0,3.9,85
153,82.2,140.8,57,25.1,43,Rainy,5.0,Cafes,4.7,13,3,Fresh Air,Parks,15.0,4.3,46
49,26.1,46.0,31,21.3,49,Clear,3.8,Meditation,4.2,21,2,Quiet Time,Meditation,20.0,3.3,99
86,37.1,69.1,28,20.7,59,Clear,1.8,Meditation,4.7,21,3,Relax,Parks,10.0,0.0,87
59,30.5,52.3,49,32.9,41,Rainy,5.4,Lakes,4.1,20,2,Relax,Lakes,8.0,0.0,66
62,35.1,60.5,41,34.9,42,Cloudy,4.9,Parks,4.3,14,4,Meditate,Cafes,20.0,0.0,59
80,40.7,65.5,63,20.2,74,Thunderstorm,0.3,Fitness,4.4,21,6,Meditate,All,5.0,0.0,32
70,29.6,58.3,58,19.1,52,Mist/Fog,0.9,Cafes,4.7,10,4,Relax,Parks,20.0,5.0,70
52,25.7,52.3,32,26.7,56,Clear,1.5,Libraries,3.8,11,5,Quiet Time,Parks,15.0,4.5,99
122,50.9,86.2,47,27.7,57,Cloudy,5.5,Cafes,4.1,11,1,Fresh Air,Fitness,20.0,0.0,50
135,72.2,132.3,51,31.8,42,Rainy,1.5,Cafes,4.5,9,1,Quiet Time,All,15.0,0.0,75
73,29.8,49.6,37,28.3,76,Clear,4.1,Parks,4.4,14,1,Relax,Fitness,20.0,4.2,99
158,81.7,162.0,40,34.9,55,Mist/Fog,1.9,Lakes,4.7,14,5,Quiet Time,Cafes,5.0,3.1,59
174,73.8,150.2,51,21.5,67,Partly Cloudy,3.3,Cafes,4.3,19,6,Relax,Parks,8.0,4.3,35
71,31.6,58.2,52,27.6,64,Partly Cloudy,9.8,Fitness,4.3,16,7,Exercise,All,10.0,4.5,95
129,69.8,120.6,40,22.6,83,Mist/Fog,2.4,Libraries,3.5,7,3,Quiet Time,Lakes,15.0,0.0,63
177,80.3,143.7,55,32.8,80,Mist/Fog,2.8,Cafes,4.9,10,1,Relax,Lakes,20.0,3.7,28
82,38.1,67.8,44,34.5,71,Thunderstorm,4.8,Lakes,3.8,9,5,Study,Lakes,15.0,0.0,43
57,33.8,61.1,41,34.7,41,Rainy,5.4,Libraries,4.9,18,1,Relax,Fitness,20.0,3.1,73
51,22.4,44.9,43,31.6,63,Rainy,0.6,Meditation,3.9,18,2,Fresh Air,Parks,15.0,3.2,79
101,51.4,103.8,40,28.1,59,Rainy,4.0,Libraries,4.3,22,2,Study,All,8.0,3.5,85
170,71.8,143.8,34,21.4,52,Cloudy,4.0,Libraries,3.8,17,5,Study,Meditation,10.0,0.0,59
80,45.7,77.4,39,20.0,37,Clear,10.7,Libraries,4.8,15,1,Relax,Fitness,8.0,4.6,72
52,23.5,45.2,45,31.5,62,Thunderstorm,3.7,Cafes,4.5,6,4,Exercise,Cafes,8.0,0.0,97
51,23.9,44.9,51,25.0,48,Clear,7.0,Lakes,4.8,6,3,Relax,Lakes,10.0,0.0,99
177,93.3,189.0,65,33.6,61,Rainy,1.0,Fitness,5.0,6,1,Exercise,Parks,20.0,4.1,26
35,16.6,36.5,51,32.6,66,Cloudy,7.7,Lakes,4.9,14,2,Relax,Lakes,5.0,4.8,99
144,76.3,153.1,65,22.1,47,Mist/Fog,0.9,Fitness,4.9,16,4,Meditate,All,10.0,0.0,32
26,14.9,31.9,42,35.9,83,Rainy,0.8,Meditation,4.9,16,1,Quiet Time,Fitness,20.0,0.0,92
91,56.4,114.8,62,35.3,50,Rainy,5.1,Fitness,3.7,12,1,Relax,Parks,10.0,3.1,8
30,17.2,31.2,39,20.4,77,Rainy,2.5,Meditation,3.8,18,4,Fresh Air,Libraries,10.0,0.0,90
54,21.8,38.4,41,30.1,45,Mist/Fog,1.1,Lakes,4.9,20,7,Meditate,Parks,8.0,0.0,74
129,78.2,158.9,41,28.3,61,Mist/Fog,3.9,Lakes,4.3,20,4,Exercise,Cafes,5.0,0.0,55
64,26.2,48.0,47,21.4,56,Clear,7.9,Parks,4.2,19,3,Meditate,Libraries,10.0,0.0,67
24,12.6,21.5,44,27.8,54,Mist/Fog,1.7,Lakes,3.8,12,4,Exercise,Fitness,5.0,3.6,92
71,41.4,68.5,61,24.5,61,Mist/Fog,2.0,Fitness,4.4,11,4,Quiet Time,Fitness,20.0,0.0,77
135,59.1,125.4,45,18.9,50,Mist/Fog,4.9,Cafes,3.9,11,1,Fresh Air,Fitness,15.0,0.0,47
51,26.7,50.7,48,33.9,46,Thunderstorm,3.4,Lakes,4.2,20,1,Relax,Libraries,15.0,0.0,59
122,74.0,120.6,44,24.3,42,Mist/Fog,0.4,Cafes,4.8,15,3,Fresh Air,Meditation,20.0,0.0,69
70,33.0,65.9,46,32.2,43,Thunderstorm,2.4,Parks,4.0,7,1,Relax,Cafes,20.0,0.0,57
33,14.3,28.8,38,25.4,45,Thunderstorm,1.1,Parks,3.7,22,1,Exercise,Fitness,5.0,0.0,93
178,84.0,165.1,52,28.4,66,Thunderstorm,9.5,Fitness,4.3,22,6,Fresh Air,Fitness,20.0,0.0,17
28,12.0,22.5,40,33.3,74,Mist/Fog,24.4,Meditation,3.6,17,5,Meditate,Meditation,15.0,0.0,70
32,19.1,34.1,43,31.8,40,Cloudy,1.7,Lakes,4.6,6,7,Relax,Meditation,15.0,3.7,99
67,29.4,55.2,41,26.3,75,Cloudy,9.5,Libraries,4.8,15,5,Relax,Meditation,5.0,0.0,68
52,28.3,50.9,58,19.2,42,Cloudy,6.7,Cafes,5.0,11,5,Fresh Air,Libraries,10.0,0.0,65
90,36.7,67.8,50,24.7,76,Partly Cloudy,1.6,Cafes,4.0,9,3,Quiet Time,Fitness,20.0,0.0,83
55,34.4,58.2,40,31.2,61,Rainy,5.5,Lakes,4.7,9,7,Relax,Cafes,8.0,0.0,64
52,27.6,44.2,50,33.3,78,Mist/Fog,1.7,Lakes,3.7,15,1,Quiet Time,All,5.0,0.0,80
91,40.8,72.1,47,30.1,48,Rainy,0.9,Cafes,3.5,22,1,Quiet Time,Parks,5.0,3.7,80
81,33.8,66.5,52,18.9,36,Rainy,8.5,Fitness,3.7,7,1,Study,Libraries,5.0,0.0,15
131,75.0,140.1,40,32.7,70,Cloudy,4.2,Lakes,3.6,20,5,Quiet Time,Libraries,20.0,4.6,72
133,78.7,148.1,43,33.5,65,Partly Cloudy,8.8,Libraries,3.8,16,7,Study,Meditation,15.0,0.0,50
53,27.5,49.8,50,23.1,52,Partly Cloudy,3.3,Cafes,3.7,9,3,Exercise,Cafes,20.0,0.0,91
103,57.2,110.3,43,19.2,45,Rainy,4.4,Libraries,4.7,19,5,Exercise,Libraries,15.0,0.0,88
50,29.2,59.2,41,28.7,58,Clear,3.1,Meditation,3.8,18,1,Quiet Time,Parks,15.0,0.0,73
133,55.2,95.5,30,34.3,66,Thunderstorm,0.3,Libraries,4.5,20,5,Study,Cafes,8.0,4.2,78
138,66.1,128.4,42,34.5,81,Cloudy,4.7,Libraries,5.0,6,5,Meditate,Parks,10.0,0.0,56
167,107.2,171.6,52,20.0,49,Cloudy,0.4,Cafes,4.6,18,6,Relax,Lakes,15.0,3.8,42
77,34.1,57.4,36,33.1,42,Cloudy,21.2,Libraries,3.7,8,6,Exercise,Libraries,8.0,4.4,50
38,19.5,40.4,44,29.2,57,Rainy,2.2,Lakes,4.1,13,2,Relax,Parks,15.0,0.0,70
80,42.0,77.6,43,18.6,36,Cloudy,2.6,Parks,3.7,21,6,Fresh Air,Cafes,10.0,4.5,84
60,37.3,61.7,50,29.9,68,Mist/Fog,4.3,Cafes,4.7,15,5,Exercise,Libraries,20.0,3.7,79
41,23.9,44.3,51,23.2,36,Cloudy,9.3,Parks,4.6,14,1,Exercise,Cafes,10.0,0.0,98
145,59.0,111.6,47,33.3,48,Clear,0.8,Fitness,3.9,14,1,Study,Fitness,10.0,0.0,42
135,66.5,113.4,40,26.7,74,Partly Cloudy,7.2,Meditation,5.0,10,5,Meditate,Libraries,10.0,0.0,72
135,78.5,133.5,37,19.0,48,Cloudy,6.3,Libraries,3.8,18,4,Exercise,Parks,5.0,4.5,58
37,17.2,33.0,34,34.7,57,Cloudy,4.3,Meditation,4.5,7,1,Meditate,Cafes,20.0,0.0,90
161,77.9,137.1,29,28.5,58,Mist/Fog,4.2,Libraries,4.6,12,5,Fresh Air,Meditation,8.0,4.4,54
20,8.3,15.3,43,26.0,45,Mist/Fog,1.5,Lakes,3.6,8,1,Study,Libraries,8.0,0.0,82
65,39.9,66.9,38,28.2,83,Mist/Fog,8.2,Meditation,3.9,20,6,Quiet Time,All,8.0,0.0,69
150,86.0,172.0,62,20.9,38,Cloudy,5.6,Fitness,4.1,7,3,Exercise,Lakes,15.0,0.0,57
101,56.7,94.4,36,21.9,67,Rainy,8.8,Libraries,3.7,8,1,Meditate,Libraries,10.0,0.0,94
166,72.6,144.1,58,25.0,42,Mist/Fog,1.7,Cafes,4.4,22,6,Exercise,All,15.0,0.0,50
79,39.2,78.9,62,28.2,81,Clear,1.9,Fitness,4.1,8,3,Relax,Libraries,10.0,0.0,49
109,64.5,128.3,45,35.4,68,Clear,1.5,Cafes,4.8,17,4,Relax,Fitness,15.0,4.3,62
81,40.3,83.6,45,27.6,76,Rainy,2.4,Lakes,3.6,7,3,Relax,Meditation,5.0,0.0,51
49,26.0,56.3,49,20.7,63,Thunderstorm,9.4,Parks,4.6,21,6,Exercise,All,5.0,4.8,78
72,29.7,53.0,63,29.0,76,Rainy,0.5,Fitness,3.7,13,1,Meditate,All,5.0,0.0,18
158,92.3,169.9,29,28.4,41,Mist/Fog,6.6,Libraries,4.6,11,3,Study,Fitness,8.0,3.5,65
107,67.6,109.8,43,29.0,73,Mist/Fog,0.4,Cafes,3.6,6,2,Fresh Air,Parks,15.0,0.0,59
165,83.2,173.4,62,20.3,42,Mist/Fog,1.4,Fitness,4.1,11,5,Quiet Time,Libraries,15.0,0.0,28
89,44.9,86.9,31,35.6,65,Thunderstorm,7.3,Meditation,4.3,20,7,Relax,Meditation,20.0,0.0,78
55,31.4,68.5,42,20.9,81,Partly Cloudy,0.5,Lakes,3.9,19,3,Study,All,10.0,4.6,86
72,42.9,81.1,47,31.0,64,Partly Cloudy,1.7,Fitness,4.6,16,2,Relax,Libraries,8.0,0.0,70
80,40.3,69.3,58,26.5,59,Clear,8.0,Cafes,3.8,20,2,Meditate,All,8.0,3.3,41
66,37.8,61.8,44,26.3,43,Rainy,1.8,Cafes,4.4,11,5,Meditate,Lakes,10.0,0.0,72
113,73.3,143.3,49,18.3,56,Cloudy,7.5,Lakes,4.0,13,5,Relax,Cafes,8.0,0.0,64
178,103.8,197.5,34,26.6,74,Rainy,6.3,Libraries,4.2,8,5,Relax,All,15.0,0.0,49
173,74.9,133.1,59,18.3,68,Clear,0.9,Fitness,4.8,6,4,Quiet Time,Cafes,15.0,0.0,33
48,29.5,48.5,50,27.6,49,Cloudy,5.2,Lakes,4.3,12,7,Study,Meditation,20.0,0.0,65
116,72.8,132.4,28,24.6,65,Rainy,1.9,Meditation,4.5,8,5,Study,Meditation,8.0,0.0,91
53,31.2,66.2,46,31.7,51,Mist/Fog,8.3,Lakes,4.5,14,1,Fresh Air,All,20.0,3.7,99
157,81.3,156.0,41,26.1,53,Cloudy,4.2,Libraries,3.8,20,1,Fresh Air,Libraries,5.0,4.8,62
26,11.4,19.6,51,23.3,83,Clear,3.0,Parks,4.2,19,4,Meditate,Lakes,8.0,0.0,79
59,27.0,58.5,45,28.4,67,Rainy,5.7,Parks,4.4,22,7,Study,Parks,15.0,0.0,53
83,43.2,94.3,55,20.7,49,Clear,11.2,Cafes,4.9,15,2,Meditate,Fitness,20.0,0.0,53
153,67.4,112.6,67,20.3,48,Thunderstorm,1.0,Fitness,4.6,16,3,Quiet Time,Meditation,20.0,3.9,15
149,94.9,204.7,36,27.8,60,Mist/Fog,3.9,Parks,4.2,15,7,Relax,Cafes,10.0,0.0,62
144,90.8,163.7,29,34.2,41,Rainy,3.1,Meditation,3.5,13,4,Quiet Time,Parks,10.0,3.7,47
86,34.9,67.1,35,35.2,83,Mist/Fog,2.1,Meditation,4.0,22,1,Meditate,Fitness,15.0,0.0,74
143,72.5,132.8,42,24.3,83,Cloudy,7.6,Cafes,3.8,20,6,Exercise,Parks,5.0,0.0,47
166,72.2,141.0,46,23.5,84,Partly Cloudy,2.9,Fitness,3.6,18,1,Exercise,Meditation,10.0,4.3,63
122,70.5,144.7,44,33.0,49,Partly Cloudy,2.7,Cafes,4.8,15,4,Exercise,Parks,10.0,0.0,65
48,26.8,44.9,45,25.5,59,Cloudy,4.4,Parks,3.5,14,4,Meditate,Lakes,8.0,0.0,61
41,20.9,36.7,46,32.7,53,Mist/Fog,4.9,Parks,4.8,11,5,Fresh Air,Meditation,5.0,3.6,97
48,30.7,50.0,39,34.9,60,Mist/Fog,5.4,Lakes,4.6,11,5,Relax,Lakes,8.0,3.6,98
139,79.5,131.8,58,18.2,60,Partly Cloudy,1.9,Fitness,4.1,11,1,Study,Lakes,15.0,4.0,34
118,62.9,121.4,40,25.5,80,Clear,0.7,Meditation,4.9,21,3,Fresh Air,Meditation,8.0,3.7,84
149,72.3,146.5,28,22.0,77,Clear,0.8,Libraries,4.0,12,2,Fresh Air,Libraries,8.0,0.0,72
148,60.8,101.2,48,28.7,58,Thunderstorm,8.7,Parks,3.6,6,7,Relax,All,5.0,3.2,20
74,36.1,59.7,41,35.1,52,Cloudy,0.9,Meditation,4.7,13,5,Meditate,Libraries,20.0,0.0,83
175,77.5,159.1,34,19.8,45,Mist/Fog,2.8,Parks,4.0,11,4,Fresh Air,Parks,15.0,0.0,72
37,16.8,29.2,36,20.2,40,Cloudy,0.8,Parks,4.6,7,1,Meditate,Fitness,10.0,3.2,87
107,57.6,102.2,57,33.4,79,Partly Cloudy,6.0,Cafes,3.8,21,6,Quiet Time,Fitness,10.0,3.9,54
65,32.4,65.4,67,34.7,83,Mist/Fog,0.5,Fitness,4.0,18,1,Quiet Time,All,8.0,3.8,46
154,97.9,177.6,38,35.8,60,Rainy,0.9,Meditation,3.7,14,4,Fresh Air,Lakes,15.0,0.0,44
62,25.6,42.0,60,24.9,68,Partly Cloudy,0.9,Fitness,4.4,8,6,Meditate,All,20.0,0.0,58
42,22.5,46.9,43,35.1,36,Clear,2.3,Lakes,4.1,16,7,Study,Meditation,5.0,3.9,68
55,34.2,58.1,41,30.9,59,Cloudy,0.7,Parks,4.5,21,4,Meditate,Libraries,15.0,0.0,73
176,97.5,176.6,59,19.1,64,Cloudy,0.8,Cafes,4.0,6,7,Exercise,Libraries,10.0,0.0,35
105,68.0,125.6,43,22.5,67,Partly Cloudy,3.4,Cafes,4.8,9,3,Exercise,All,5.0,4.1,85
167,77.9,157.2,37,24.8,54,Cloudy,3.3,Libraries,3.7,12,3,Fresh Air,Libraries,15.0,0.0,57
129,63.3,117.8,56,33.1,61,Clear,1.5,Fitness,3.9,18,7,Study,Parks,5.0,4.5,36
45,24.0,44.6,40,29.7,50,Clear,6.0,Parks,4.5,16,2,Fresh Air,Lakes,15.0,0.0,99
108,63.8,109.0,42,27.3,44,Mist/Fog,2.7,Cafes,3.9,19,5,Fresh Air,Libraries,15.0,0.0,60
69,39.4,70.1,34,33.5,80,Cloudy,3.8,Libraries,3.9,15,6,Meditate,Parks,15.0,4.4,84
28,12.9,27.0,42,35.8,56,Thunderstorm,8.6,Lakes,3.7,10,1,Exercise,Parks,8.0,4.6,58
57,35.6,63.7,39,34.2,55,Clear,1.9,Parks,4.1,10,2,Quiet Time,Cafes,5.0,4.5,84
173,109.5,191.7,49,28.8,73,Partly Cloudy,1.6,Parks,4.6,13,4,Fresh Air,Meditation,20.0,3.2,57
126,65.8,120.1,43,27.8,58,Cloudy,1.3,Libraries,4.8,10,3,Study,Fitness,10.0,0.0,76
133,83.3,135.0,55,30.4,74,Clear,1.3,Cafes,4.1,17,7,Study,All,20.0,0.0,56
168,83.7,183.0,32,34.9,72,Clear,1.5,Libraries,4.9,16,7,Exercise,All,8.0,0.0,58
162,98.1,212.3,35,34.7,51,Rainy,2.2,Libraries,4.7,14,5,Relax,Lakes,5.0,3.8,45
53,21.9,43.5,53,20.4,55,Mist/Fog,3.8,Cafes,4.4,9,2,Exercise,Meditation,10.0,4.4,84
127,63.8,138.0,55,20.4,43,Mist/Fog,3.4,Fitness,4.7,12,1,Meditate,Fitness,10.0,0.0,52
170,95.5,188.7,42,21.6,70,Rainy,0.9,Meditation,4.4,14,2,Meditate,All,15.0,3.7,71
106,66.8,125.1,38,22.0,45,Clear,10.5,Meditation,3.9,21,4,Relax,All,10.0,4.7,66
74,32.9,68.3,42,22.2,57,Cloudy,1.3,Cafes,4.5,20,1,Quiet Time,Meditation,20.0,3.3,91
139,80.4,162.8,55,19.3,62,Cloudy,0.5,Cafes,4.2,17,5,Quiet Time,Cafes,8.0,0.0,71
82,45.5,81.1,54,20.4,79,Cloudy,0.4,Fitness,3.9,22,4,Relax,All,8.0,0.0,64
91,48.5,81.7,29,35.6,59,Clear,13.0,Libraries,4.6,19,3,Meditate,All,10.0,0.0,75
106,46.8,95.6,50,28.0,81,Partly Cloudy,3.8,Cafes,3.6,10,1,Fresh Air,Lakes,15.0,3.1,52
110,47.2,100.9,50,24.4,70,Rainy,2.6,Cafes,3.7,10,1,Meditate,Meditation,15.0,3.4,45
85,52.9,103.2,58,27.5,63,Clear,2.2,Fitness,3.9,21,6,Fresh Air,Fitness,5.0,3.7,66
65,32.1,69.3,43,20.8,39,Cloudy,6.5,Cafes,4.2,14,5,Quiet Time,Meditation,15.0,0.0,89
179,112.2,233.2,30,32.4,49,Clear,5.9,Meditation,4.3,18,1,Exercise,Lakes,5.0,3.4,44
160,70.5,145.8,32,20.8,49,Mist/Fog,6.0,Libraries,4.9,10,3,Relax,All,10.0,0.0,60
111,60.0,111.2,40,29.0,56,Cloudy,2.2,Libraries,4.3,20,6,Exercise,Cafes,5.0,4.4,70
43,20.3,37.8,50,23.4,84,Rainy,4.3,Lakes,4.8,22,4,Exercise,Libraries,10.0,3.1,65
40,23.2,48.4,40,19.5,60,Thunderstorm,0.7,Parks,3.8,11,7,Fresh Air,Cafes,15.0,3.2,76
126,64.7,129.5,59,24.1,80,Cloudy,6.1,Fitness,3.8,14,7,Study,Lakes,8.0,0.0,29
72,37.4,75.4,41,28.8,59,Mist/Fog,3.7,Libraries,4.0,18,7,Relax,All,20.0,3.3,70
140,62.6,101.2,42,29.7,56,Partly Cloudy,3.7,Parks,3.8,15,7,Meditate,All,20.0,0.0,40
175,90.6,191.7,44,23.3,76,Partly Cloudy,2.0,Lakes,3.5,19,4,Meditate,Meditation,10.0,0.0,29
145,94.2,152.8,54,28.6,65,Thunderstorm,4.3,Fitness,3.8,7,5,Fresh Air,Libraries,15.0,4.2,15
65,36.1,71.8,55,18.4,49,Rainy,1.0,Fitness,4.2,22,2,Exercise,Cafes,10.0,0.0,68
160,92.6,174.2,65,30.8,82,Mist/Fog,6.6,Fitness,4.7,11,5,Study,Libraries,10.0,4.4,20
24,12.1,26.6,39,28.0,84,Partly Cloudy,1.9,Lakes,4.0,11,2,Meditate,Parks,10.0,0.0,82
39,21.6,36.1,31,35.9,74,Cloudy,5.4,Meditation,3.9,10,7,Relax,Fitness,20.0,0.0,72
153,98.0,201.2,67,29.0,77,Thunderstorm,0.7,Fitness,3.6,9,2,Relax,Cafes,20.0,0.0,5
142,83.8,159.1,49,29.6,51,Partly Cloudy,0.8,Lakes,4.2,19,7,Study,Parks,8.0,0.0,40
72,33.6,68.2,49,30.0,42,Mist/Fog,5.2,Cafes,4.7,10,7,Study,Libraries,15.0,0.0,82
117,66.8,144.7,35,30.9,60,Clear,0.6,Libraries,4.0,11,4,Exercise,Fitness,10.0,4.5,75
153,94.7,206.8,34,30.6,78,Mist/Fog,4.8,Meditation,4.9,6,7,Relax,Meditation,10.0,4.1,65
29,15.5,32.1,45,24.2,75,Mist/Fog,4.0,Lakes,4.8,8,1,Quiet Time,Cafes,8.0,0.0,99
24,12.9,24.7,47,18.4,79,Partly Cloudy,3.0,Lakes,3.9,15,6,Fresh Air,Libraries,10.0,0.0,99
36,20.0,36.3,28,34.9,57,Mist/Fog,3.3,Meditation,4.2,13,7,Relax,Meditation,5.0,0.0,87
159,72.9,129.7,60,28.3,41,Mist/Fog,2.0,Fitness,3.7,22,5,Quiet Time,Libraries,8.0,4.6,31
142,86.2,142.2,28,26.6,57,Partly Cloudy,1.9,Libraries,4.1,22,7,Relax,Parks,20.0,3.5,61
145,73.1,124.1,36,30.8,41,Rainy,4.6,Libraries,3.7,12,4,Quiet Time,Cafes,20.0,0.0,65
98,62.5,122.6,54,24.7,49,Clear,2.9,Fitness,4.1,17,3,Meditate,Libraries,5.0,3.1,43
165,74.9,156.7,35,27.9,38,Clear,0.5,Libraries,4.4,20,3,Relax,Lakes,15.0,0.0,51
128,75.6,143.9,35,30.0,42,Rainy,4.9,Libraries,4.7,19,4,Quiet Time,Fitness,5.0,3.8,74
133,82.0,166.0,37,23.6,67,Mist/Fog,3.9,Libraries,3.8,7,5,Quiet Time,Lakes,5.0,0.0,67
65,41.2,70.4,28,22.4,70,Partly Cloudy,8.0,Libraries,3.6,16,4,Fresh Air,All,15.0,0.0,79
